General,,,,,,,,,,,,,,,Engine,,,,,,Pump,,,,,Boiler,,,Rail,,,,Accessory
Project No,AKA,Date,Title,Notes,Original Link,Video,Sheets,Comments,Issues,Keywords,Lubrication,Height,Length,Width,Type,Orientation,Pistons,Reverser,Bore,Stroke,Type,Drive,Cylinders,Bore,Stroke,Fuel,Orrientation,Volume ml,Type,Style,Fuel,Gauge,Type
01-04-01-02-03,CPL-D-C,Aug 2010,COUPLING FOR LGB SCALE TRAINS,,https://www.modelesavapeur.com/telechargement5/cplg-c-sheet-01.pdf,,1,Drawings contain 2 styles that are compatible,,,,13.0,130.0,13.0,,,,,,,,,,,,,,,Coupling,,,45mm (LGB),
01-04-01-02-04,CPLNG-E,Aug 2010,COUPLING FOR LGB SCALE TRAINS BASED ON NZ RAILWAYS,,https://www.modelesavapeur.com/telechargement5/cplg-e-sheet-01.pdf,,1,Updated version of CPLNG-A,,,,12.0,88.0,12.0,,,,,,,,,,,,,,,Coupling,,,45mm (LGB),
01-04-01-02-05,CPLNG-F,Aug 2010,COUPLING FOR LGB SCALE TRAINS BASED ON AMERICAN BUSH TRAM RAILWAYS,,https://www.modelesavapeur.com/telechargement5/cplg-f-sheet-01.pdf,,1,,,,,15.0,42.0,16.0,,,,,,,,,,,,,,,Coupling,,,45mm (LGB),
03-17-00,,Apr 2019,"A MODEL OF A DIESEL ELECTRIC LOCOMOTIVE OF THE DUTCH RAILWAYS SERIES 400 89mm GAUGE (3.5"") (CALLED ""GROTE SIK"")","THIS DESIGN IS BASED ON DRAWINGS FOUND IN A DUTCH MODEL ENGINEERING MAGAZINE ""DE MODELBOUWER"" 15 FEBRUARY 1949 PAGES 23, 24, 25 AND 26. THE DESIGNER WAS Mr G.C.SCHALK Jr Ing. -UTRECHT. NVM (40.006.-A&B)-20.02.002",https://www.modelesavapeur.com/telechargement5/diesel-electric-gr-te-sik.pdf,,9,,,,,261.0,555.0,202.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"3.5"" 89mm",
03-18-01,,May 2023,"DIESEL-ELECTRIC LOCOMOTIVE OF THE BRITISH RAILWAYS CLASS 08. (7.5""/190.5 GAUGE)","THIS ENGINE IS BASED ON AN EARLIER PROJECT (03-18-00) WHICH WAS DRAWN UP IN OCTOBER 2019. THIS ENGINE SHOWN ON THESE DRAWINGS IS A CONVERSION FROM 3.5""/89mm TO 7.5""/190.5mm GAUGE",https://www.modelesavapeur.com/telechargement5/diesel-electric-locomotive-of-the-raiways.pdf,,9,,,Imperial,,530.0,1192.0,394.1,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"7.5"" 190.5mm",
03-18-00,,Oct 2019,DIESEL-ELECTRIC LOCOMOTIVE OF THE DUTCH RAILWAYS SERIES 500. (LOCO 512),"THIS DESIGN IS BASED ON DRAWINGS WHICH WERE PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE(S): APRIL-1953, MAY-1953, JUNE-1953, JULY-1953, MARCH-1954, NVM DRAWING NUMBER 40014.",https://www.modelesavapeur.com/telechargement5/diesel-lectric-dush-railways-500.pdf,,10,,,,,247.4,557.0,184.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"3.5"" 89mm",
CHATTENDEN,,Nov 2012,"DIESEL SHUNTING LOCO ""CHATTENDEN"" OF THE WELSHPOOL & LLANFAIR LIGHT RAILWAY",THE WELSHPOOL & LLANFAIR LIGHT RAILWAY HAS A TRACK GAUGE OF 2FT/6INCHES (762mm),https://www.modelesavapeur.com/telechargement5/drewry-chattenden-de-waal.pdf,,6,Includes a little article about the loco,,,None,187.5,311.0,128.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"2'6"" 762mm",
04-07-00,BD9104-127,Feb 2018,"AN ELECTRIC MOTORCAR OF 1924 OF THE DUTCH RAILWAYS (BD9104) 5""/127mm GAUGE","THIS ELECTRIC MOTOR CAR DESIGN IS A COMBINATION OF A CARDBOARD KITSET AND DRAWING 20.03.008 AND ACCOMPANIED ARTICLE WHICH WERE PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE.THE DESIGN OF THIS ENGINE WAS BASED ON A SINGLE DRAWING WHICH WAS PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE DATED 15 NOVEMBER 1973 PAGES 301, 302 AND 303 AND A CARDBOARD KIT SET WHICH I BOUGHT FROM ""PAPERTRAINS"" J.VELDMAN HOLLAND. AN ARTICLE OF THIS ENGINE IN CARDBOARD WAS PUBLISHED IN THE ""MODELBOUWER"" NR 1-2003 PAGE 58 SINCE I HAD LIMITED IN FORMATION AND DETAILED PLANS OF THIS ENGINE, SOME OF THE PARTS MAY DIFFER FROM THE ORIGINAL TYPE. SOME OF THE PARTS WHICH WERE SHOWN ON THE ORIGINAL DRAWING ARE NOT SHOWN ON MY DRAWINGS. ALSO I HAVE NOT INCLUDED ANY FASTENERS. I HAVE LEFT IT UP TO THE BUILDER TO CHOOSE THE TYPE OF FASTENERS WHICH ARE SUITABLE FOR THE JOB, ALSO I HAVE NOT SPECIFIED THE MATERIALS TO BE USED. HERE AGAIN I HAVE LEFT IT TO THE BUILDER FOR THE CHOICE OF HIS MATERIALS. THE FOLLOWING PARTS ARE INCOMPLETE DUE TO THE FACT THAT NO CLEAR OR ANY DETAILED PLANS WERE SHOWN; 1) THE ROOF 2) THE PANTOGRAPHES 3) ALL THE DETAILS OF THE EQUIPMENT UNDERNEATH THE BOTTOM PLATE SINCE I DO NOT HAVE ANY ACCESS TO THE ORIGINAL ENGINE I HAD TO GUESS HOW IT MAY HAVE LOOKED LIKE. TO ENHANCE THE LOOKS OF THIS ENGINE THE FOLLOWING CAN BE ADDED: DESTINATION BOARD, IN AND EXIT SIGNS, CLASS SIGN, INTERNAL LIGHTING, HEADLAMP LIGHTING AND TOP RED LIGHTING. THIS ENGINE IS DESIGNED AS A STATIC DISPLAY. IF A BUILDER WISH TO MAKE IT MOBILE THAN MOTORS HAVE TO BE ADDED.",https://www.modelesavapeur.com/telechargement5/dutch-motorcar-1924-jdw.pdf,,9,,,,None,511.2,1760.0,301.0,,,,,,,,,,,,,,,Loco,Electric,Unpowered,"5"" 127mm",
01-04-05-02-00,EL-1100,Oct 2010,MODEL ELECTRIC LOCOMOTIVE OF THE NS SERIES 1100-1150 MODEL SCALE 1:88 RAIL GAUGE 16.5mm PARTS,"THIS MODEL WAS PUBLISHED IN THE ""HOBBY BULLETIN"" OF NOVEMBER 1960",https://www.modelesavapeur.com/telechargement5/elec-ns1100-ho-2015.pdf,,6,,,,None,75.8,148.2,40.0,,,,,,,,,,,,,,,Tram,Electric,Unpowered,16.5mm,
01-04-05-03-00,EL-1200-64,Nov 2010,MODEL ELECTRIC LOCOMOTIVE OF THE NS SERIES 1201-1225 MODEL SCALE 1:22.5 RAIL GAUGE 64mm GENERAL ARRANGEMENT,,https://www.modelesavapeur.com/telechargement5/electric-loco-ns1200-64mm-2015.pdf,,9,,,,None,303.2,825.6,114.0,,,,,,,,,,,,,,,Tram,Electric,Unpowered,"2.5"" 64mm",
LSNS-05,,Feb 2012,LIGHT SIGNAL FOR LGB LAYOUTS,THIS LIGHT SIGNAL WAS DESIGNED AND BUILT BY J.A.M. DE WAAL PAPAKURA NEW ZEALAND FOR HIS LGB LAYOUT AS SHOWN IN THE MODELBOUWER No2 2011,https://www.modelesavapeur.com/telechargement5/jdw-sheet-05.pdf,,1,,,,,274.5,60.0,45.0,,,,,,,,,,,,,,,Signal,Electric,,45mm (LGB),
04-08-00,,Jul 2018,"A SIMPLE FREELANCE ELECTRIC LOCOMOTIVE CALLED ""BOEMELTJE-1"" FOR 45mm GAUGE","THE ORIGINAL DRAWINGS AND ARTICLE WERE FIRST PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE OF No3 20 MARCH 1952 UNDER THE TITLE ""HET BOEMELTJE. DRAWINGS BY H.F.ENTER",https://www.modelesavapeur.com/telechargement5/loc-lec-boemeltje-jdw-15-08-2018.pdf,,4,,,,None,171.5,310.0,94.0,,,,,,,,,,,,,,,Loco,Electric,Unpowered,45mm (LGB),
04-09-00,,Aug 2018,"A SIMPLE FREELANCE ELECTRIC LOCOMOTIVE CALLED ""BOEMELTJE-1A"" FOR 89mm GAUGE","THE ORIGINAL DRAWINGS AND ARTICLE WERE FIRST PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE OF No3 20 MARCH 1952 UNDER THE TITLE ""HET BOEMELTJE"". DRAWINGS BY H.F.ENTER. SOME MODIFICATIONS/ALTERATIONS HAS BEEN MADE BY ME.",https://www.modelesavapeur.com/telechargement5/loc-lec-boemeltje-jdw-15-08-2018.pdf,,3,,,,None,342.0,624.0,195.0,,,,,,,,,,,,,,,Loco,Electric,Unpowered,"3.5"" 89mm",
06-14-00,,Aug 2018,"A SIMPLE BAGGAGE-MAIL-KITCHEN WAGON CALLED ""BOEMELTJE-2"" FOR 45mm GAUGE","THE ORIGINAL DRAWINGS AND ARTICLE WERE FIRST PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE OF No3 20 MAY 1952 UNDER THE TITLE ""HET BOEMELTJE. DRAWINGS BY H.F.ENTER",https://www.modelesavapeur.com/telechargement5/loc-lec-boemeltje-jdw-15-08-2018.pdf,,4,,,,None,116.0,447.0,92.0,,,,,,,,,,,,,,,Wagon,Luggage,Unpowered,45mm (LGB),
06-15-00,,Aug 2018,"A SIMPLE PASSENGER WAGON CALLED ""BOEMELTJE-3"" FOR 45mm GAUGE","THE ORIGINAL DRAWINGS AND ARTICLE WERE FIRST PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE OF No11 20 NOVEMBER 1952 UNDER THE TITLE ""HET BOEMELTJE"". DRAWINGS BY H.F.ENTER",https://www.modelesavapeur.com/telechargement5/loc-lec-boemeltje-jdw-15-08-2018.pdf,,4,,,,None,116.0,496.0,84.0,,,,,,,,,,,,,,,Wagon,Passenger,Unpowered,45mm (LGB),
06-16-00,,Aug 2018,"A SIMPLE PASSENGER WAGON CALLED ""BOEMELTJE-4"" FOR 45mm GAUGE","THE ORIGINAL DRAWINGS AND ARTICLE WERE FIRST PUBLISHED IN THE ""MODELBOUWER"" MAGAZINE OF No11 20 NOVEMBER 1952 UNDER THE TITLE ""HET BOEMELTJE"". DRAWINGS BY H.F.ENTER",https://www.modelesavapeur.com/telechargement5/loc-lec-boemeltje-jdw-15-08-2018.pdf,,4,,,,None,111.7,461.0,78.0,,,,,,,,,,,,,,,Wagon,Passenger,Unpowered,45mm (LGB),
SIK-321-CBD,,Apr 2012,"DIESEL ELECTRIC SHUNTING LOCO MOTOR OF THE VELUWSE STOOMTREIN MAATSCHAPPPIJ ""SIK 321""",MODEL SCALE: 1:32 GAUGE 45mm,https://www.modelesavapeur.com/telechargement5/locomotor-ns-sik-321-45mm-2015.pdf,,6,,,,None,106.5,231.0,105.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,45mm (LGB),
20.02.013,,Jan 2012,LOCO MOTOR OF THE SERIES 201-212 (SIK) A SHUNTING ENGINE OF THE DUTCH RAILWAYS,THIS SET OF 13xA3 DRAWINGS ARE BASED ON A DRAWING SET OF THE NVM No:20.02.010 SHEETS 1 TO 11 CONSISTING OF 7xA1 & 4xA2 SHEETS,https://www.modelesavapeur.com/telechargement5/locomotor-ns-sik-202-212-184mm-2015.pdf,,14,,,,None,448.7,945.5,380.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"7.25"" 184mm",
2030,,Oct 2006,"NARROW GAUGE ELECTRIC LOCO OF THE MIX NITZ-ST. ERHARD LOCAL RAILWAY SCALE 1:5.6 TRACK GAUGE 180mm (7"")",,https://www.modelesavapeur.com/telechargement5/mixnitz-st-herard-attention-voie-de-180mm-2015.pdf,,5,,,,None,971.3,980.0,400.0,,,,,,,,,,,,,,,Loco,Electric,Unpowered,"7"" 180mm",
04-01-02,LGB-2030,Oct 2017,"NG ELECTRIC LOCO OF THE MIX NITZ-ST. ERHARD LOCAL RAILWAY (GAUGE 184mm (7.25""))",,https://www.modelesavapeur.com/telechargement5/ng-electri-api.pdf,,6,,,,None,967.5,980.0,400.0,,,,,,,,,,,,,,,Loco,Electric,Unpowered,"7.25"" 184mm",
20-03-120,,Mar 2012,ELECTRIC MULTIPLE UNIT (EMU) OF THE DUTCH RAILWAYS NS 601-637 TYPE 1938,,https://www.modelesavapeur.com/telechargement5/ns-601-637-de-1938-184mm-2015.pdf,,7,,,,None,750,114.5,391.0,,,,,,,,,,,,,,,Passenger train,Electric,Unpowered,"7.25"" 184mm",
2200-184,,May 2012,DIESEL ELECTRIC LOCOMOTIVE OF THE DUTCH RAILWAYS SERIES 2200,,https://www.modelesavapeur.com/telechargement5/ns-2200-184mm-2015.pdf,,8,,,,None,575.7,1811.0,406.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"7.25"" 184mm",
01-04-04-04-02,SIK307-254,Jun 2008,"LOCO MOTOR OF THE DUTCH RAILWAYS (SIK) 307 MODEL SCALE 1:5.7 TRACK GAUGE 260mm (10.25"")",,https://www.modelesavapeur.com/telechargement5/ns-sik307-260mm-2015.pdf,,11,,,,None,616.0,1284.0,567.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"10.25"" 260mm",
20-03-050,,Apr 2012,TRANS EUROP EXPRESS OF THE DUTCH RAILWAYS,,https://www.modelesavapeur.com/telechargement5/ns-tee-64mm-2015.pdf,,9,,,,None,190.4,4464.0,130.0,,,,,,,,,,,,,,,Passenger train,Diesel,Unpowered,"2.5"" 64mm",
01-04-01-03-03,MIDIPG,May 2010,PANTOGRAPH OF THE FRENCH ELEC. LOCO. P.O. MIDI MODEL SCALE 1:45 TRACK GAUGE 32mm,ORIGINAL DRAWING BY Mr J. E. BOERS DATED: 02-01-1953 AND ARTICLE IN THE DE MODELBOUWER No 9 / 1958,https://www.modelesavapeur.com/telechargement5/pantographe-locop-po-midi.pdf,,2,,,,None,63.4,64.1,42.0,,,,,,,,,,,,,,,Pantograph,,,32mm,
01-04-01-03-01,1100PG,May 2010,"PANTOGRAPH FOR AN ELC. LOC. SERIES 1100, 1200 & 1300 OF THE NS MODEL SCALE 1:45 TRACK GAUGE 32mm","THIS PANTOGRAPH WAS DESIGNED BY Mr. ARENDS, THIS WAS ON A DRAWING WHICH CAME OUT AS AN EXTRA OF THE ""HOBBY BULLETIN"" OF NOVEMBER 1960",https://www.modelesavapeur.com/telechargement5/pantographe-motrice-bobo-ns-1100-32mm-2015.pdf,,2,,,,None,63.9,64.0,48.3,,,,,,,,,,,,,,,Pantograph,,,32mm,
01-04-01-03-02,NZHPG,May 2010,PANTOGRAPH OF THE NZH TRAMS. MODEL SCALE 1:45 GAUGE 32mm,ORIGINAL DRAWING BY Mr J.J.B. VELLEKOOP DRW No:255B DATED: 11-10-1957,https://www.modelesavapeur.com/telechargement5/pantographe-tram-lec-nzh-32mm-2015.pdf,,3,,,,None,76.1,67.0,35.6,,,,,,,,,,,,,,,Pantograph,,,32mm,
LGBLYT,,Apr 2010,MODEL RAILWAY LAYOUT USING LGB COMPONENTES,"THIS LAYOUT WAS DESIGNED AND BUILT BY Mr.J.A.M. DE WAAL, PAPAKURA, NEW ZEALAND IN 1991.",https://www.modelesavapeur.com/telechargement5/plan-r-seau-45mm.pdf,,13,,,,,900.0,11084.0,2798.0,,,,,,,,,,,,,,,Layout,,,45mm (LGB),
LSNS-04,,Feb 2012,LIGHT SIGNALS FOR THE NX SYSTEM OF THE DUTCHRAILWAYS,"THIS DESIGN IS BASED ON AN ARTICLE AND DRAWING PUBLISHED IN THE ""MODELBOUWER"" No7 1958 BY G. STERKMAN - ALBLASSERDAM",https://www.modelesavapeur.com/telechargement5/semaphore-ns-g.-stermann-64mm-2015.pdf,,1,,,,,320.0,160.0,90.0,,,,,,,,,,,,,,,Signal,Electric,,"2.5"" 64mm",
SSNS-01,,Feb 2012,SEMAPHORE SIGNALS OF THE DUTCH RAILWAYS,,https://www.modelesavapeur.com/telechargement5/semaphore-ns-j.b.-vellekoop-64mm-2015.pdf,,3,5 variants,,,None,400.0,100.0,90.0,,,,,,,,,,,,,,,Signal,Semaphore,,"2.5"" 64mm",
LSNS-01,,Feb 2012,LIGHT SIGNALS OF THE DUTCH RAILWAYS (1956),,https://www.modelesavapeur.com/telechargement5/semaphore-ns-j.b-vellekoop-64mm-2015.pdf,,3,8 variants,,,,370.0,90.0,70.0,,,,,,,,,,,,,,,Signal,Electric,,"2.5"" 64mm",
01-04-4-01-00,6020,Jun 2008,"SHOEMA SHUNTER DIESEL LOCO FOR AUSTRIAN AND SWISS NARROW GAUGE RAILWAYS SCALE 1:6 GAUGE 184mm (7.25"")",,https://www.modelesavapeur.com/telechargement5/shoema-shunter-184mm-2015.pdf,,9,,,,None,563.0,1098.0,401.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"7.25"" 184mm",
BDHNGS,,Jun 2014,MODEL OF DIESEL HYDRAULIC SHUNTER OF THE BULGARIAN NARROW GAUGE RAILWAYS (BDZ),,https://www.modelesavapeur.com/telechargement5/shunter-bdz-45mm-2015.pdf,,6,,,,None,159.0,431.0,105.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,45mm (LGB),
01-04-04-02-00,2090,Jul 2006,"NARROW GAUGE DIESEL HYDRAULIC SHUNTING LOCO ""THE KOF"" MODEL SCALE 1:6 TRACK GAUGE 184mm (7.25"")",,https://www.modelesavapeur.com/telechargement5/shunter-kof-184mm-2015.pdf,,9,,,,None,573.5,1016.0,400.0,,,,,,,,,,,,,,,Loco,Diesel,Unpowered,"7.25"" 184mm",
01-04-10-09-00,FSM-32,Sep 2011,"STEAM LOCOMOTIVE ""THE FLYING SCOTSMAN"" SCALE 1:45 TRACK GAUGE 32mm",,https://www.modelesavapeur.com/telechargement5/vapeur-flying-scotman-32mm-2015.pdf,,46,,Page numbers are a bit messed up,,None,95.4,498.3,63.6,,,,,,,,,,,,,,,Loco,Steam,Unpowered,32mm,
01-04-10-08-00,NS3737-16.5,May 2011,STEAM LOCOMOTIVE OF THE DUTCH RAILWAYS SERIES 3700,,https://www.modelesavapeur.com/telechargement5/vap-nd3737-ho-2015.pdf,,22,,,,None,53.2,214.0,34.6,,,,,,,,,,,,,,,Loco,Steam,Unpowered,16.5mm,
01-28-00,,May 2018,A TWIN CYLINDER STEAM DRIVEN WATER FEED PUMP,DESIGNED BY J.A.M. DE WAAL,https://www.modelesavapeur.com/telechargemennts/steam-pump.pdf,,4,,,,Oil points,88.0,218.0,88.0,Valve gear,Horizontal,2,No,24,32,Piston,Mechanical,2,15,32,,,,,,,,
01-40-00,,Aug 2020,2 CYLINDER STEAM ENGINE DRIVING A DUPLEX PUMP SYSTEM,THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS WERE DRAWN/DESIGNED BY W. C. SHIELDS AND DATED 2008. THESE DRAWINGS ARE 1.5 TIMES LARGER THEN THE ORIGINALS AND CORRECTIONS AND SOME ALTERATIONS HAVE BEEN INCORPORATED.,https://www.modelesavapeur.com/telechargemens7j/2-cylinder-steam-engine-driving-a-duplex-pump-system.pdf,,4,,,,None,201.7,96.0,75.5,Valve gear,Vertical,2,No,29,38.3,Piston,Mechanical,2,20,38.3,,,,,,,,
01-39-00,,Aug 2020,A SIMPLE 2 CYLINDER STEAM ENGINE DRIVING A DUPLEX PUMP,THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DESIGN/DRAWINGS WERE BY JEFFREY C. MAIER. DATE AND MAGAZINE ARE UNKOWN. MY DESIGN IS 1.5 TIMES LARGER THAN THE ORIGINAL. SOME CORRECTIONS/ALTERATIONS ARE INCORPORATED.,https://www.modelesavapeur.com/telechargemens7j/a-simple-2-cylinder-steam-engine-driving-a-duplex-pump.pdf,,5,,Not sure how to calculate stroke,,None,155.0,329.0,125.1,Valve gear,Horizontal,2,No,40,,Piston,Mechanical,2,30,,,,,,,,,
09E-64-00,,Dec 2024,STEAM PUMP BY EDGAR E. MILLER DATED 1880.,"I FOUND AND DOWNLOADED THE ORIGINAL LITHOGRAPH FROM THE INTERNET. INFORMATION ON THE ORIGINAL DRAWING: STEAM PUMP, E. E. MILLER, Nzo. 234,601, PATENTED NOV. 16, 1880.",https://www.modelesavapeur.com/telechargements0/09e-64.pdf,,3,,,,None,335.0,132.0,116.8,Rotary valve,Vertical,1,No,30,28,Piston,Mechanical,1,14,28,,,,,,,,
01-59-00,,Jun 2024,A MECHANICAL LUBRICATOR FOR 5inch (127mm) GAUGE LOCOMOTIVES,"ORIGINAL DRAWINGS WERE GIVEN TO ME. DESIGN WAS BY MARTIN EVANS AND WAS PUBLISHED IN ""MODEL ENGINEER"" MAGAZINE UNDER THE TITLE: ""OIL FOR ROB ROY""",https://www.modelesavapeur.com/telechargements0/a-mechanical-lubrificator.pdf,,1,,,,,57.5,38.7,37.0,,,,,,,,,,,,,,,,,,,Mechanical Lubricator
09D-21-00,,Jan 2021,ANIMATED STEAM ENGINE USING THE SLIDE VALVE AS REVERSER,,https://www.modelesavapeur.com/telechargemens7j/animated-steam-engine-using-the-slide-valve-as-a-reverser.pdf,https://www.youtube.com/watch?v=ZHbmUPIWkcY,1,,,,,,,,Valve gear,Horizontal,1,Yes,,10,,,,,,,,,,,,,
01-41-00,,Aug 2020,A SIMPLE OIL PUMPJACK FOR BEGINNERS,"THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS/DESIGN WERE BY BRIAN RUPNOW, THE DRAWINGS WERE DATED 04-05-2010. THE DESIGN ON THESE DRAWINGS IS TWICE THE ORIGINAL",https://www.modelesavapeur.com/telechargemens7j/a-simple-oil-pump-jack-for-beginners.pdf,,4,,Baby's First Oil Field!,,Oil points,418.8,600.0,228.0,,,,,,,Pumpjack,Belt,1,,,,,,,,,,
01-43-00,,Feb 2021,A SIMPLE ORRERY.,THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE AUTHOR AND DRAFTER AND DATE ARE UNKNON,https://www.modelesavapeur.com/telechargemens7j/a-simple-orrery.pdf,,3,,,,None,138.8,243.0,72.0,,,,,,,,,,,,,,,,,,,Orrery
01-29-00,,May 2018,A SIMPLE SMALL METALWORKING SHAPER,FOUND THE ORIGINAL DRAWINGS ON THE INTERNET. THE ORIGINAL DESIGN IS BY BARRY MIDGRLEY OF AUSTRALIA AND DRAFTING WORK BY BRIAN RUPNO OF CANADA. MY DESIGN IS TWICE THE SIZE THAN THE ORIGINAL.,https://www.modelesavapeur.com/telechargemens7j/etau-limeur-jdw.pdf,,7,,,,None,457.9,616.5,389.0,,,,,,,,,,,,,,,,,,,Shaper
01-35-00,,Jan 2022,IRON-GIANT,THIS DESIGN IS BASED ON A SINGLE 3D MODEL WHICH WAS SEND TO ME TO BE BROKEN DOWN IN ITS INDIVIDUAL PARTS,https://www.modelesavapeur.com/telechargement5/iron-giant.pdf,,6,,,,,497,706.0,122.0,,,,,,,,,,,,,,,,,,,Minifigure
09A-62-00,,Jul 2025,1 CYLINDER VERTICAL OSCILLATING STEAM ENGINE,"FOUND THE ORIGINL DRAWINGS ON THE INTERNET. THE DESIGNER, AUTHOR, DRAFTER, DATES ARE UNKOWN. THE ORIGINAL DRAWINGS HAD NO DEMENSION AND WAS NOT DRAWN TO SCALE.",https://www.modelesavapeur.com/telechargements1/09a-62.pdf,,2,,,,Oil points,243.0,160.0,120.0,Oscillating,Vertical,1,Flip inlet,24,64,,,,,,,,,,,,,
09B-46-00,,Feb 2025,"A 1 CYLINDER HORIZONTAL STEAM ENGINE CALLED ""PUG""","THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE DESIGNER WAS PAUL ROBINSON AND CALLED HIS ENGINE ""PUG"" THE DRAWING WAS DATED 2009. THE ENGINE SHOWN ON THESE DRAWINGS IS 1.5x LARGER THAN THE ORIGINAL",https://www.modelesavapeur.com/telechargements1/09b-46.pdf,,2,,,,Oil points,59.1,153.4,72.5,Valve gear,Horizontal,1,No,18,24,,,,,,,,,,,,,
09B-47-00,,Feb 2025,1 CYLINDER HORIZONTAL NON REVERSABLE STEAM ENGINE,"THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE DRAWINGS WERE OF GERMAN ORIGIN DRAWN BY FRAENSENGINEERING AND THE TITTLE WAS ""HORIZONTAL STEAM ENGINE"", DATED 26.11.2023. THE ENGINE SHOWN ON THESE DRAWINGS IS TWICE THE ORIGINAL",https://www.modelesavapeur.com/telechargements1/09b-47.pdf,,4,,,,Oil cups,230.0,490.0,211.0,Valve gear,Horizontal,1,No,26,48,,,,,,,,,,,,,
09B-49-00,,Jun 2025,2x1 CYLINDER HORIZONTAL NON REVERSABLE STEAM ENGINES,"NOTES: FOUND THE ORIGINAL DRAWINGS ON THE INTERNET. THE DESIGN WAS BY J. GALBA. THE DRAWING TITLE WAS: ""DUAL HORIZONTAL STEAM ENGINE FOR FACTORY LAYOUT"". DATED 15/01/2012. PROJECT NAME: MINIATURE STEAM ENGINE. ENGINE SHOWN ON THESE DRAWINGS HAS SOME IMPROVEMENTS ADDED, ERRORS CORRECTED AND IS 1.5 X LARGER",https://www.modelesavapeur.com/telechargements1/09b-49-00.pdf,,5,,,,Oil points,244.0,632.0,320.0,Valve gear,Horizontal,2,No,36,76,,,,,,,,,,,,,
09C-65-00,,Feb 2025,1 CYL. VERT. STEAM/AIR EXPANSION ENGINE WITH OSCILLATING VALVE,"NOTES: THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS AND ARTICLE WERE PUBLISHED IN 'AMERICAN MODELER"" OF SEPTEMBER 1960 UNDER THE TITLE 'THYPHOON-STEAM OR AIR EXPANSION ENGINE' BY ROY L. CLOUGH Jr. THIS ENGINE IS 1.5 TIMES THE ORIGINAL.",https://www.modelesavapeur.com/telechargements1/09c-65.pdf,,2,,,,None,117.0,96.0,59.0,Oscillating,Vertical,1,No,20,24,,,,,,,,,,,,,
09C-66-00,,Feb 2025,1 CYLINDER VERTICAL NON REVERSABLE STEAM ENGINE OF 1924,"NOTES: THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS WERE PUBLISHED IN THE ""POPULAR SCIENCE MONTHLY"" MAGAZINE OF FEBRUARY 1924 PAGE 108. ARTICLE TITLE: ""UNIQUE STEAM ENGINE IS SIMPLY BUILT FROM CHEAP, EASILY OBTAINABLE PARTS""",https://www.modelesavapeur.com/telechargements1/09c-66.pdf,,3,,,,None,251.0,155.0,120.0,Valve gear,Vertical,1,No,25,34,,,,,,,,,,,,,
09C-67-00,,Feb 2025,1 CYLINDER VERTICAL NON REVERSABLE STEAM ENGINE WITH WATER FEED PUMP,"NOTES: THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE DESIGN AND DRAWINGS WERE PUBLISHED IN ""MODEL ENGINEER"" MAGAZINE FROM JUNE 1978 TO FEBRUARY 1979, UNDER THE TITLE ""MORE UTILITY STEAM ENGINES"" BY J. P. BERTNAT. THIS ENGINE IS CALLED ""TROJAN MARK 2"" THE ENGINE SHOWN ON THESE DRAWINGS IS 1.5 TIMES THE ORIGINAL",https://www.modelesavapeur.com/telechargements1/09c-67.pdf,,4,,,,Oil cups,186.0,163.5,155.0,Valve gear,Vertical,1,No,24,24,Piston,Gear,1,8,10,,,,,,,,
